*Action(SiteID=eBayMotors|Country=US|Currency=USD|Version=403|CC=UTF-8),ItemID,Relationship,RelationshipDetails
,,Compatibility,"Year=1998|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); JS, JX; VIN: 0, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Suzuki|Model=X-90|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 1, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Suzuki|Model=Sidekick|Engine=1.8L 1840CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 2, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Chevrolet|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 0, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); JS, JX; VIN: 0, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Suzuki|Model=X-90|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 1, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1994|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; 4Dr; Direct-Fit 49 State (Exc CA); VIN: 0, TBI, Natural; Catalytic Converter"
,,Compatibility,"Year=1995|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; 4Dr; Direct-Fit 49 State (Exc CA); VIN: 0, TBI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); JS, JX; VIN: 0, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Chevrolet|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1993|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; 4Dr; Direct-Fit 49 State (Exc CA); VIN: 0, TBI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Suzuki|Model=Sidekick|Engine=1.8L 1840CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 2, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Suzuki|Model=Sidekick|Engine=1.8L 1840CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 2, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Chevrolet|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1999|Make=Chevrolet|Model=Tracker|Engine=2.0L 122Cu. In. l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct Fit Catalytic Conv, Front; VIN: C, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1995|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; 4Dr; Direct-Fit 49 State (Exc CA); VIN: 0, TBI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 0, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 0, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1995|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; 4Dr; Direct-Fit 49 State (Exc CA); VIN: 0, TBI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 0, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Chevrolet|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1999|Make=Chevrolet|Model=Tracker|Engine=2.0L 122Cu. In. l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct Fit Catalytic Conv, Front; VIN: C, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Suzuki|Model=Sidekick|Engine=1.8L 1840CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 2, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Suzuki|Model=X-90|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 1, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1994|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; 4Dr; Direct-Fit 49 State (Exc CA); VIN: 0, TBI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Suzuki|Model=Sidekick|Engine=1.8L 1840CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 2, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1995|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; 4Dr; Direct-Fit 49 State (Exc CA); VIN: 0, TBI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 0, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Suzuki|Model=Sidekick|Engine=1.8L 1840CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 2, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1994|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; 4Dr; Direct-Fit 49 State (Exc CA); VIN: 0, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1994|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; 4Dr; Direct-Fit 49 State (Exc CA); VIN: 0, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1995|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; 4Dr; Direct-Fit 49 State (Exc CA); VIN: 0, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1993|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; 4Dr; Direct-Fit 49 State (Exc CA); VIN: 0, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1993|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; 4Dr; Direct-Fit 49 State (Exc CA); VIN: 0, TBI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 0, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Suzuki|Model=X-90|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 1, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1999|Make=Chevrolet|Model=Tracker|Engine=2.0L 122Cu. In. l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct Fit Catalytic Conv, Front; VIN: C, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1999|Make=Chevrolet|Model=Tracker|Engine=2.0L 122Cu. In. l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct Fit Catalytic Conv, Front; VIN: C, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1994|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Calif (Sold); Direct Fit Catalytic Conv, Front; VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 0, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1995|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Calif (Sold); Direct Fit Catalytic Conv, Front; VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1993|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; 4Dr; Direct-Fit 49 State (Exc CA); VIN: 0, TBI, Natural; Catalytic Converter"
,,Compatibility,"Year=1994|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Calif (Sold); Direct Fit Catalytic Conv, Front; VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1995|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Calif (Sold); Direct Fit Catalytic Conv, Front; VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1995|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Calif (Sold); Direct Fit Catalytic Conv, Front; VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1994|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Calif (Sold); Direct Fit Catalytic Conv, Front; VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1995|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Calif (Sold); Direct Fit Catalytic Conv, Front; VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Suzuki|Model=Sidekick|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 0, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Pontiac|Model=Sunrunner|Engine=1.6L 1588CC 98Cu. In. l4 GAS Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 6, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Pontiac|Model=Sunrunner|Engine=1.6L 1588CC 98Cu. In. l4 GAS Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); VIN: 6, Natural; Catalytic Converter"
,,Compatibility,"Year=1994|Make=Geo|Model=Tracker|Engine=1.6L 1588CC 98Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Calif (Sold); Direct Fit Catalytic Conv, Front; VIN: 6, MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Chevrolet|Model=Tracker|Engine=1.6L 1590CC 97Cu. In. l4 GAS OHV Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); TBI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Chevrolet|Model=Tracker|Engine=1.6L 1590CC 97Cu. In. l4 GAS OHV Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); TBI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Chevrolet|Model=Tracker|Engine=1.6L 1590CC 97Cu. In. l4 GAS OHV Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); TBI, Natural; Catalytic Converter"
,,Compatibility,"Year=1999|Make=Chevrolet|Model=Tracker|Engine=2.0L 1995CC 122Cu. In. l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct Fit Catalytic Conv, Front; MPI, Natural; Catalytic Converter"
,,Compatibility,"Year=1999|Make=Chevrolet|Model=Tracker|Engine=2.0L 1995CC 122Cu. In. l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct Fit Catalytic Conv, Front; MPI, Natural; Catalytic Converter"
,,Compatibility,"Year=1995|Make=Geo|Model=Tracker|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Calif (Sold); Direct Fit Catalytic Conv, Front; TBI, Natural; Catalytic Converter"
Revise,22629
,,Compatibility,"Year=1998|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1999|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); LS, RS; MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1999|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1999|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1999|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1998|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); LS, RS; MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); LS, RS; MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); LS, RS; MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); LS, RS; MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1996|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); LS, RS; MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1997|Make=Acura|Model=Integra|Engine=1.8L 1834CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
Revise,22635
,,Compatibility,"Year=1989|Make=Honda|Model=Civic|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1990|Make=Honda|Model=Civic|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1992|Make=Honda|Model=Civic|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); Htchbk; MFI, Natural; VX; Catalytic Converter"
,,Compatibility,"Year=1993|Make=Honda|Model=Civic|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; DX; Direct-Fit 49 State (Exc CA); Exc Calif; Htchbk; MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1993|Make=Honda|Model=Civic|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; CX; Direct-Fit 49 State (Exc CA); Exc Calif; Htchbk; MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1993|Make=Honda|Model=Civic|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; CX; Direct-Fit 49 State (Exc CA); Exc Calif; Htchbk; MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1989|Make=Acura|Model=Integra|Engine=1.6L 1590CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1990|Make=Honda|Model=Civic|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1994|Make=Honda|Model=Civic|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; CX; Direct-Fit 49 State (Exc CA); Exc Calif, MT; MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1988|Make=Honda|Model=CRX|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1988|Make=Acura|Model=Integra|Engine=1.6L 1590CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1994|Make=Honda|Model=Civic|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; CX; Direct-Fit 49 State (Exc CA); Exc Calif, MT; MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1995|Make=Honda|Model=Civic|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); Exc Calif, MT; MFI, Natural; VX; Catalytic Converter"
,,Compatibility,"Year=1991|Make=Honda|Model=CRX|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1989|Make=Honda|Model=Civic|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1993|Make=Honda|Model=Civic|Engine=1.6L 1590CC 97Cu. In. l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1995|Make=Honda|Model=Civic|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; CX; Direct-Fit 49 State (Exc CA); Exc Calif, MT; MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1988|Make=Acura|Model=Integra|Engine=1.6L 1590CC l4 GAS DOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1991|Make=Honda|Model=Civic|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1991|Make=Honda|Model=Civic|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; Direct-Fit 49 State (Exc CA); MFI, Natural; Catalytic Converter"
,,Compatibility,"Year=1992|Make=Honda|Model=Civic|Engine=1.5L 1493CC l4 GAS SOHC Naturally Aspirated|Notes=Catalytic Converter; DX; Direct-Fit 49 State (Exc CA); Htchbk; MFI, Natural; Catalytic Converter"
